,NAME,LOCATION,COURSES,CONTACT NO.
0,R-Net Education Pvt. Ltd," Gangapuram, Hapur, Ghaziabad",Engineering Colleges,+911140127530_
1,Krishna Institute of Engineering & Technology," Delhi Meerut Road, Dasna",Engineering Colleges,
2,Vivekanand Institute of Technology & Science,"NH 24, Dasna",Engineering Colleges,
3,Adhunik College of Engineering," Delhi-, Patel Nagar",Engineering Colleges,
4,VLCC Health Care Ltd," 54C MODEL TOWN WEST, GT Road","Job Training Centres, Beauty and spa job training",+911140185369_
5,Airgo Academy," RDC, Raj Nagar, Ghaziabad","Job Training Centres, Aviation job training",+911140497071_
6,International Maritime Consultancy Services," b-1 shreshtha vihar, Ambedkar Road","Job Training Centres, Engineering and technician job training",+917569005112_
7,Airgo Academy," RDC, Raj Nagar, Ghaziabad","Corporate Training, Language lab training",+911140497071_
8,Multilingual School of Foreign Languages,"Lgf- 6, Raj Nagar, Ghaziabad","Corporate Training, Language lab training",+917569004626_
9,Shiv EXCELLENCE ACADEMY,"Shalimar Garden Ext, Sahibabad","Corporate Training, Professional development training",
10,Bhuvan,"Ahibabad Industrial Area, Indirapuram","Corporate Training, People skills training",
11,Suman Infotech,"Sector 3, Vasundhara","Corporate Training, Language lab training",
12,Eurotech Assessment & Certification Services Pvt. Ltd.,"Vaishali Sector 1, Vaishali","Corporate Training, People skills training",
13,Arena Animation," RDC, Raj Nagar, Ghaziabad","Multimedia Design Training, Adobe training",+911140119242_
14,Maac Animation,"RDC, Raj Nagar, Ghaziabad","Multimedia Design Training, Adobe training",+911140497781_
15,Dream Zone School Of Creative Studies," Vaishali Sector 4, Vaishali Sector 1, Ghaziabad","Multimedia Design Training, Animation & Multimedia training",+919021116352_
16,Unnati Education," Ghaziabad, Ghaziabad Sector 5, Ghaziabad","Multimedia Design Training, CAD & CAM training",+911140186970_
17,National Institute of Professional Studies," RDC, Raj Nagar","Multimedia Design Training, Adobe training",
18,CADDEX,"SHYAM PARK MAIN, Sahibabad, Ghaziabad","Multimedia Design Training, CAD & CAM training",
19,Edge Education Center,"Krishna Nagar, Vaishali","AMIE Coaching, ENGG / ARCH entrance exam coaching",
20,Unnati Learning Centre,"Sector 23, Raj Nagar","AMIE Coaching, ENGG / ARCH entrance exam coaching",
21,Vaishali Education Point,"Sector 5, Vaishali","AMIE Coaching, Management entrance exam coaching",
22,Apex Institute,"Niti Khand 3, Indirapuram","AMIE Coaching, ENGG / ARCH entrance exam coaching",
