,NAME,LOCATION,COURSES,CONTACT NO.
0,SP Memorial Institute of Technology," Mahgaon, Kaushambi Road, Allahabad",Engineering Colleges,
1,Institute of Engineering & Rural Technology,"Chaitham Lines, Teliarganj",Engineering Colleges,
2,Shambhunath Institute Of Engineering & Technology,"Main Road, jhalwa",Engineering Colleges,
3,Madhu Vachaspati Institute of Engineering & Technology," Puramufti, Kaushambi Road",Engineering Colleges,
4,Arignar Anna Institute of Science & Technology," Valasaravakkam, Allahabad, Allahabad",Engineering Colleges,
5,IMS," No. 54, Civil Lines, Allahabad","Entrance Exam Coaching, Law entrance exam coaching",
6,T C M ( TOIL THE CHAMBER OF MATHEMATICS)," civil lines, Civil Lines","Entrance Exam Coaching, Law entrance exam coaching",
7,Sapience Technologies-Digital Marketing Training Institute," Motilal Nehru Road, Colonel Ganj, Allahabad","Job Training Centres, Digital marketing job training",
8,National Digital Marketing Institute & Training,"41/2 Stanley road, Civil Lines, Allahabad","Job Training Centres, Digital marketing job training",+911140126815_
9,Peter English," Stanley Road, Civil Lines, Allahabad","Job Training Centres, HR & Administration job training",
10,Desire Web World,"Pili Kothi Neta Nagar, Kydganj","Corporate Training, Language lab training",
11,RVS COLLEGE,"NEAR BAJRANG CHAURHA ALLAHPUR, Allahpur","Corporate Training, Language lab training",
12,CADD CENTRE," Uttar Pradesh 211002 Phone: 09235566000, Tagore Town, Allahabad","Corporate Training, Language lab training",
13,Lumax IT Solution,"Association Road, George Town","Corporate Training, Professional development training",
14,Aditya Career Academy,"Rajrooppur, Allahabad - 211011",Corporate Training,
15,Techno Predator Consultancy Pvt. Ltd.," Taliyarganj, Allahabad","Corporate Training, Professional development training",
16,NIBF," Civil lines, Civil Lines","Corporate Training, Language lab training",
17,Business Excellence Institute Pvt. Ltd.,"George Town, Allahabad - 211001","Corporate Training, Language lab training",
18,International Institute of Financial Markets,"SP Marg, Civil Lines","Corporate Training, Professional development training",
19,CADD Centre,"Sheo Charan Lal Road, Allahabad - 211003","Multimedia Design Training, CAD & CAM training",
20,CADD CENTRE," Uttar Pradesh 211002 Phone: 09235566000, Tagore Town, Allahabad","Multimedia Design Training, CAD & CAM training",
21,Sucreativity," Near Ganga Gurukulam School, Phaphamau","Multimedia Design Training, Animation & Multimedia training",
22,Designers Forum Allahabad,"No. 360, Old Katra","Multimedia Design Training, CAD & CAM training",
23,Binary Tech,"Lowther Road, Rambagh","Multimedia Design Training, Adobe training",
24,Binary Tech,"Old Katra, Allahabad - 211002","Multimedia Design Training, Animation & Multimedia training",
25,Apsinox Design Era Pvt. Ltd.," Raja Ki Kothi, Chhota Baghara, allahabad","Multimedia Design Training, CAD & CAM training",
26,Grabit Classes," Basharat Ka Hata, Kydganj","AMIE Coaching, ENGG / ARCH entrance exam coaching",
27,Chandra Institute Best SSC Bank Coaching,"Below Syndicate Bank, Rambagh, Allahabad","AMIE Coaching, ENGG / ARCH entrance exam coaching",
28,Acme Classes,"Nai Basti, Kydganj","AMIE Coaching, Management entrance exam coaching",
29,Ashok Singhs Academy,"Moti Lal Nehru Road, Allen Ganj","AMIE Coaching, Management entrance exam coaching",
30,Parakh Coaching," 1st Floor, Allen Ganj",Bank Exam Coaching,
31,Tutor Junction India," Sardar Patel Marg, Civil Lines",Bank Exam Coaching,
32,Marvel Academy,"Chungi, Alopi Bagh, Allahabad",Bank Exam Coaching,
33,T.I.M.E," S.P. Marg, Civil Lines, Allahabad",Bank Exam Coaching,
34,Chandra Institute Best SSC Bank Coaching,"Below Syndicate Bank, Rambagh, Allahabad",Bank Exam Coaching,
35,Bankons Institute,"Patrika Chauraha, Civil Lines",Bank Exam Coaching,
36,Acme Classes,"Nai Basti, Kydganj",Bank Exam Coaching,
37,IMS," No. 54, Civil Lines, Allahabad","CAT Coaching Centers, Law entrance exam coaching",
38,T C M ( TOIL THE CHAMBER OF MATHEMATICS)," civil lines, Civil Lines","CAT Coaching Centers, Law entrance exam coaching",
39,IMS," No. 54, Civil Lines, Allahabad","Common Management Aptitude Test (CMAT) Coaching, Law entrance exam coaching",
40,T C M ( TOIL THE CHAMBER OF MATHEMATICS)," civil lines, Civil Lines","Common Management Aptitude Test (CMAT) Coaching, Law entrance exam coaching",
41,Design Square," Cooper Road, Civil Lines, Allahabad","Common Management Aptitude Test (CMAT) Coaching, Management entrance exam coaching",
42,Detective Services,"12C Subhash Chauraha, Allahabad City, Allahabad","CTET Coaching, UGC NET coaching",
43,Safalta academy,"Phaphamau, Allahabad - 211013","CTET Coaching, Teachers exam coaching",
44,Ambrish Learner Academy,"ambrishktripathi@gmail.com, Mahewa Patti Purab Uparhar","CTET Coaching, Teachers exam coaching",
45,Chandra Institute Best SSC Bank Coaching,"Below Syndicate Bank, Rambagh, Allahabad","CTET Coaching, Teachers exam coaching",
46,The Chayan IAS," Allahabad, Old Katra","CTET Coaching, UGC NET coaching",
47,Marvel Academy,"Chungi, Alopi Bagh, Allahabad","IBPS Bank Interview Coaching, Bank exam coaching",
48,Tutor Junction India," Sardar Patel Marg, Civil Lines","IBPS Bank Interview Coaching, Bank exam coaching",
49,T.I.M.E," S.P. Marg, Civil Lines, Allahabad","IBPS Bank Interview Coaching, Bank exam coaching",
50,Chandra Institute Best SSC Bank Coaching,"Below Syndicate Bank, Rambagh, Allahabad","IBPS Bank Interview Coaching, Bank exam coaching",
51,Acme Classes,"Nai Basti, Kydganj","IBPS Bank Interview Coaching, Bank exam coaching",
52,Ashok Singhs Academy,"Moti Lal Nehru Road, Allen Ganj","IBPS Bank Interview Coaching, Bank exam coaching",
53,D.K. Dhananjay Jagran Orchestra Group," Ganga Market, Kydganj","IBPS Bank Interview Coaching, Bank exam coaching",
54,Fine Classes,"R.D. Classes, Katra","IBPS Bank Interview Coaching, Bank exam coaching",
55,Guiders Academy,"Civil Lines, Allahabad - 211001","IBPS Bank Interview Coaching, Bank exam coaching",
56,IMS," No. 54, Civil Lines, Allahabad","KMAT Coaching, Law entrance exam coaching",
57,Design Square," Cooper Road, Civil Lines, Allahabad","KMAT Coaching, Management entrance exam coaching",
58,T.I.M.E," S.P. Marg, Civil Lines, Allahabad","KMAT Coaching, Law entrance exam coaching",
59,IMS Learning Resource Pvt. Ltd.,"Sardar Patel Marg, Civil Lines","KMAT Coaching, Law entrance exam coaching",
60,Peter English," Stanley Road, Civil Lines, Allahabad","Language Training Centres, Spoken english training",
61,IMS," No. 54, Civil Lines, Allahabad","Law Entrance Coaching, Law entrance exam coaching",
62,T C M ( TOIL THE CHAMBER OF MATHEMATICS)," civil lines, Civil Lines","Law Entrance Coaching, Law entrance exam coaching",
63,Career Launcher," Civil Lines., Civil Lines, Allahabad","Law Entrance Coaching, Law entrance exam coaching",
64,Law Prep Tutorial,"Tej Bahdur Sapru Rd, Civil Lines","Law Entrance Coaching, Law entrance exam coaching",
65,Career Campus,"Agnipath Colony, Civil Lines","Law Entrance Coaching, Law entrance exam coaching",
66,Chandra Institute Best SSC Bank Coaching,"Below Syndicate Bank, Rambagh","NATA Coaching, ENGG / ARCH entrance exam coaching",
67,Marvel Academy,"Chungi, Alopi Bagh, Allahabad","National Talent Search Exam (NTSE) Coaching, Online mock test series exam coaching",
68,Ambrish Learner Academy,"ambrishktripathi@gmail.com, Mahewa Patti Purab Uparhar","National Talent Search Exam (NTSE) Coaching, Teachers exam coaching",
69,Chandra Institute Best SSC Bank Coaching,"Below Syndicate Bank, Rambagh, Allahabad","National Talent Search Exam (NTSE) Coaching, Teachers exam coaching",
70,MARVEL ACADEMY,"Chungi, Alopi Bagh, Allahabad","RRB Entrance Exam Coaching, Online mock test series exam coaching",
71,Parakh Coaching," 1st Floor, Allen Ganj","RRB Entrance Exam Coaching, Online mock test series exam coaching",
72,THE AMBITION CLASSES," allahabad, Rajrooppur","RRB Entrance Exam Coaching, SSC exam coaching",
73,Career Coaching center (CCC),"Sulem Sarai, Bhola Purva Sulem Sarai","RRB Entrance Exam Coaching, SSC exam coaching",
74,Maths teacher,"Daraganj, Allahabad - 201001","RRB Entrance Exam Coaching, SSC exam coaching",
75,Rrb group d,"A.D.A. Road, Allahabad - 212301","RRB Entrance Exam Coaching, Railways exam coaching",
76,Marvel Academy,"Chungi, Alopi Bagh, Allahabad","RRB Entrance Exam Coaching, Online mock test series exam coaching",
77,Ambrish Learner Academy,"ambrishktripathi@gmail.com, Mahewa Patti Purab Uparhar","RRB Entrance Exam Coaching, Teachers exam coaching",
78,National Academy Of Commerce,"No. 14, Sammelan Marg","Chartered Accountant Coaching, Chartered accountant tuitions",
79,National Academy of Commerce," Uttar Pradesh 211001, Rambagh","Chartered Accountant Coaching, Chartered accountant tuitions",
80,National Academy Of Commerce,"No. 14, Sammelan Marg","CACPT Coaching, Chartered accountant tuitions",
