,NAME,LOCATION,COURSES,CONTACT NO.
0,Royal College of Engineering & Technology,"Akkikavu, Chiramanangad",Engineering Colleges,
1,Heralds Educational Consultancy,"THRISSUR Town, Thrissur City, Thrissur",Engineering Colleges,
2,Engineering College,"Ramavarmapuram, Thrissur - 680009",Engineering Colleges,
3,Government Engineering College,"Ramavarmapuram, Thrissur - 680009",Engineering Colleges,
4,Thejus Engineering College," Vellarakkad Post, Erumapetty",Engineering Colleges,
5,Nirmala Engineering College," Mellor, Chalakudy",Engineering Colleges,
6,Varuvan Vadivelan Institute of Technology,"East Fort, Thrissur",Engineering Colleges,
7,College of Dairy Science and Technology,"Mannuthy Post, Mannuthy",Engineering Colleges,
8,Design entrance coaching," India, Kalathode, Thrissur","Entrance Exam Coaching, ENGG / ARCH entrance exam coaching",+918048031557_
9,T.I.M.E Thrissur," Thrissur 680005, East Fort, Thrissur","Entrance Exam Coaching, Management entrance exam coaching",+918099518901_
10,Coach India," East Fort Junction, East Fort","Entrance Exam Coaching, Medical entrance exam coaching",+914446291207_
11,Thinc Institute of Design,"Chicago Tower 3rd Floor , Anchery","Entrance Exam Coaching, ENGG / ARCH entrance exam coaching",+914449850697_
12,CADD CENTRE," Naduvilal, M.G. Road","Job Training Centres, Engineering and technician job training",+914446292212_
13,Gulf Tech Mep Training Centre LLP,"Archana Complex, Alur","Job Training Centres, Engineering and technician job training",+914449851352_
14,Synergy School Of Business Skills,"M G Road, Naikkanal, Thrissur","Job Training Centres, Digital marketing job training",+918048052130_
15,CMS IT Services Talent Development Center," Sankaraiyyar Road, M.G. Road, Thrissur","Job Training Centres, Digital marketing job training",+918043691580_
16,Synergy School Of Business Skills,"M G Road, Naikkanal, Thrissur","Corporate Training, Professional development training",+918048052130_
17,Aijo Francis Cognitions,"Chitra Tower, Kuriachira, Thrissur","Corporate Training, People skills training",+914446293976_
18,British School of English,"Siva Temple South Lane, Punkunnam","Corporate Training, Language lab training",
19,IOOM Global,"Patturaikkal Junction, Patturikkal","Corporate Training, People skills training",
20,Nibodha Educational Concepts," Irinjalakuda, Irinjalakuda","Corporate Training, Language lab training",
21,POSITIVE ATTITUDE," Poothole road, Poothole","Corporate Training, Professional development training",
22,Leedz Academy,"Palace Road, Chembukkav, Thrissur","Corporate Training, Professional development training",
23,Ioom Global,"3rd Floor, Patturikkal","Corporate Training, Professional development training",
24,LEEDZ BUSINESS SCHOOL," PALACE ROAD, Chembukkav","Corporate Training, Professional development training",
25,MIND SPARK," Trichur Trade Centre , Kuruppam Road","Corporate Training, People skills training",
26,Dream Zone School Of Creative Studies," Kuruppam Road Junction, Kuruppam Road, Thrissur","Multimedia Design Training, Animation & Multimedia training",+914449917245_
27,Dreamzone School of Creative Studies,"St. Thomas College Road, Thrissur East","Multimedia Design Training, CAD & CAM training",
28,UIT Group International Cad Center,"Swaraj Round, Naikkanal","Multimedia Design Training, CAD & CAM training",
