,NAME,LOCATION,COURSES,CONTACT NO.
0,Aarupadai Veedu Institute Of Technology,Also Servicing in Cochin,Engineering Colleges,+914446294334_
1,SPSR Education Services Pvt Ltd,"SRM Road , Pachalam, Cochin",Engineering Colleges,+918099939508_
2,Sha-Shib Aviation Academy,"Cochin International Airport, Kochi",Engineering Colleges,+917569001706_
3,Sree Buddha College of Engineering for Women.," Pathanamthitta, Malippuram",Engineering Colleges,
4,NRI Institute of Technology,Also Servicing in Cochin,Engineering Colleges,
5,Jyothis Academy,"Banjerji Road, Ernakulam, Cochin",Engineering Colleges,
6,Skool Tek Institute of Technical Education,"Manapatti Parambu, Kaloor, Cochin",Engineering Colleges,
7,CT NETWORK,"Kalamassery, Cochin - 682021",Engineering Colleges,
8,SEED Engineering Academy,", Cochin - ",Engineering Colleges,
9,Arignar Anna Institute of Science & Technology," Valasaravakkam, Cochin, Cochin",Engineering Colleges,
10,Walk International,Also Servicing in Cochin,"Entrance Exam Coaching, Management entrance exam coaching",+914449912626_
11,Design entrance coaching,Also Servicing in Cochin,"Entrance Exam Coaching, ENGG / ARCH entrance exam coaching",+918048031557_
12,Protege,Also Servicing in Cochin,"Entrance Exam Coaching, Foreign education entrance exam coaching",+918048092935_
13,Wings Of Dreams Edu,Also Servicing in Cochin,"Entrance Exam Coaching, School entrance exam coaching",+912249437902_
14,Science Academy," Panampilly Nagar, Kadavanthra, Cochin","Entrance Exam Coaching, ENGG / ARCH entrance exam coaching",+914449858199_
15,Study Smart,Also Servicing in Cochin,"Entrance Exam Coaching, Foreign education entrance exam coaching",
16,INPS Classes,Also Servicing in Cochin,"Entrance Exam Coaching, Computer science entrance exam coaching",+911140169257_
17,My Design Studio,Also Servicing in Cochin,"Entrance Exam Coaching, ENGG / ARCH entrance exam coaching",+911140140990_
18,IMS Learning Resources Pvt. Ltd.,Also Servicing in Cochin,"Entrance Exam Coaching, Law entrance exam coaching",+919066021467_
19,Career Launcher,Also Servicing in Cochin,"Entrance Exam Coaching, Law entrance exam coaching",+911140116431_
20,Ambit Automation," Pullepady, Cochin City, Cochin","Job Training Centres, Engineering and technician job training",+918048030485_
21,Improvize 360," Edapally Toll Junction, Edappally","Job Training Centres, Digital marketing job training",+918099939493_
22,IMS Proschool Pvt. Ltd.,"200 Metres From Kadavanthara Junction Towards Kochukadvanthara, Kadavanthra, Cochin","Job Training Centres, Digital marketing job training",+914449915260_
23,Aero Institute Of Technology," Kakkanad, Kakkanad, Cochin","Job Training Centres, Aviation job training",+917569005044_
24,Spectrum Softtech Solutions Pvt. Ltd.," Karakkamuri, Mahakavi Road, Cochin","Job Training Centres, Digital marketing job training",+918048032577_
25,Flagship Institute of HSEQ Management,Also Servicing in Cochin,"Job Training Centres, Occupational safety job training",
26,VLCC Health Care Ltd,Also Servicing in Cochin,"Job Training Centres, Beauty and spa job training",+918048031670_
27,VLCC Health Care Ltd,"SUBHASH CHANDRA BOSE RD, Elamkulam","Job Training Centres, Beauty and spa job training",+914446294245_
28,VIMS Group Of Institutions,"V.M Plaza, Palarivattom, Cochin","Job Training Centres, Aviation job training",+914449903304_
29,Arown Pvt. Ltd.,Also Servicing in Cochin,"Job Training Centres, Health & wellness job training",+919021117754_
30,mbbsuniversities.com,Also Servicing in Cochin,"Overseas Education Consultants, Overseas education",
