,NAME,LOCATION,COURSES,CONTACT NO.
0,Ganga Group of Institutions," Near Hans Satsang Bhawan, Punjabi Bagh, Delhi",Engineering Colleges,+911140130992_
1,IITM Group Of Institutions," Sector 7, Rohini, Delhi",Engineering Colleges,+911140128577_
2,Ram Naresh Pal," Durga Najafgar, Delhi Cantt, Delhi",Engineering Colleges,+911140017579_
3,Applied Education Point," Sector 2, Rohini, Delhi",Engineering Colleges,+911140149252_
4,SSR Consultants," Engineer Enclave, Pitampura, Delhi",Engineering Colleges,+911140016669_
5,AptitudeMate," Amar Colony, Lajpat Nagar IV, Delhi","Entrance Exam Coaching, Law entrance exam coaching",+911140120301_
6,Edu Mentor Educational Services Pvt. Ltd.," Defiance Enclave, Preet Vihar, Delhi","Entrance Exam Coaching, Law entrance exam coaching",+911141109057_
7,Vidya Hub," Sectore 7, Rohini, Delhi","Entrance Exam Coaching, ENGG / ARCH entrance exam coaching",+911140117217_
8,AVJMS INSTITUTE," kakrola housing complex uttam nagar, Dwarka Morh, Delhi","Entrance Exam Coaching, ENGG / ARCH entrance exam coaching",+911140117404_
9,YVS Institute," Shakarpur Khas, Laxmi Nagar, Delhi","Entrance Exam Coaching, ENGG / ARCH entrance exam coaching",+911140116593_
10,PAHAL DESIGN," Ch Dalip Singh Marg, Hauz Khas, Delhi","Entrance Exam Coaching, ENGG / ARCH entrance exam coaching",+911140126048_
11,Maths Academy,"Swami nagar, Greater Kailash, Delhi","Entrance Exam Coaching, ENGG / ARCH entrance exam coaching",+911140117766_
12,US Education Resource Centre,"Near Kohat Enclave Metro Station, Pitampura, Delhi","Entrance Exam Coaching, Management entrance exam coaching",+911140164562_
13,Ease Vidya - Success Mantra," Gate No.1, Laxmi Nagar, Delhi","Entrance Exam Coaching, Law entrance exam coaching",+911140016360_
14,Prerna Education,"H-81, South Extension Part I, Delhi","Entrance Exam Coaching, ENGG / ARCH entrance exam coaching",+911140125628_
15,Inifd Naraina," Nariana Industrial Area Phase-2, Naraina, Delhi","Job Training Centres, Construction & interior designing job training",+911140135755_
16,Bharti Taneja's Alps Beauty Academy," Rajori Garden, Rajouri Garden, Delhi","Job Training Centres, Beauty and spa job training",+911140117488_
17,Wings Creative World," Basement, Ramesh Nagar, Delhi","Job Training Centres, Construction & interior designing job training",+911141135603_
18,Dayitwa Consultancy Services Pvt. Ltd.," Moti Bagh, Moti Bagh, Delhi","Job Training Centres, Digital marketing job training",+911140116530_
19,Bharti Taneja's ALPS Beauty Academy," Kapil Vihar, Pitampura, Delhi","Job Training Centres, Beauty and spa job training",+911140116414_
20,Building Services Design & Energy Institute," Okhkla Phase2, Okhla Industrial Area","Job Training Centres, Engineering and technician job training",+911140017519_
21,Evolving Career," Vikaspuri, Janakpuri, Delhi","Job Training Centres, Aviation job training",+911140116652_
22,Design Academy," 2nd Floor, Kalkaji, Delhi","Job Training Centres, Construction & interior designing job training, Fashion Glossary, Draping of Different Garments",+911141136864_
23,Computer Kids Pvt. Ltd.,"F-2 3rd Floor, Kalkaji, Delhi","Job Training Centres, Beauty and spa job training",+911140118120_
24,Infocus Overseas Education Consultants,"8 Begampur Main Shivalik Road, Malviya Nagar, Delhi","Overseas Education Consultants, Overseas education",+911140467101_
25,Shiksha Overseas," East Patel Nagar, Patel Nagar","Overseas Education Consultants, Overseas education",+911140116489_
26,US Education Resource Centre,"Near Kohat Enclave Metro Station, Pitampura, Delhi","Overseas Education Consultants, Overseas education",+911140164562_
27,Edu Global Consultants," Aggarwal Cyber Plaza-II NSP, Pitampura, Delhi","Overseas Education Consultants, Overseas education",+911140118752_
28,Academic & Professional Studies Abroad - Apsa," Devika Tower 6, Nehru Place, Delhi","Overseas Education Consultants, Overseas education",+911140496815_
29,Girnarsoft Education Services Private limited," 4th Floor, Nehru Place, Delhi","Overseas Education Consultants, Overseas education",+911140117411_
30,Krishna Consultants," Sector 7, Rohini, Delhi","Overseas Education Consultants, Overseas education",+911140128742_
31,Padho Global,"B-28, Bhikaji Cama Place, Delhi","Overseas Education Consultants, Overseas education",+911140168231_
32,AB Educational Avenues," Delhi, Nehru Place, Delhi","Overseas Education Consultants, Overseas education",+911140117334_
33,ICA South Campus," Satya Niketan, Moti Bagh, Delhi","Corporate Training, Professional development training",+911140168485_
34,Redweb Academy Of Computer Education," Sant Nagar Burari, Burari, Delhi","Corporate Training, Professional development training",+911140126344_
35,UDAN -School of Aviation & Tourism," Westend Marg, Saket, Delhi","Corporate Training, People skills training",+911140185622_
36,Hopes Counselling Center," New Delhi-19, Alaknanda, Delhi","Corporate Training, People skills training",
37,Marital Care," Govindpuri, Kalkaji, Delhi","Corporate Training, Professional development training",
38,KCC Software Ltd.,"No. 2, Ashok Vihar","Corporate Training, Professional development training",
39,IPEC Academy,"No. B/2/254, Paschim Vihar","Corporate Training, Professional development training",
40,All India Society of Education,"Rohini Sector 17, Rohini","Corporate Training, People skills training",
41,The Skills Academy,"Patel Nagar East, Patel Nagar","Corporate Training, Call centre & BPO training",
42,Institute of Management Studies,"No. 37, South Extension Part I","Corporate Training, Professional development training",
43,Cadd Centre Green Park - Quality First," Green Park Extension, Green Park, Delhi","Multimedia Design Training, CAD & CAM training",+911141124075_
44,MAAC Kalkaji," Kalkaji, Kalkaji, Delhi","Multimedia Design Training, CAD & CAM training",+911140128420_
45,Maac Mayurvihar Delhi," India, Mayur Vihar, Delhi","Multimedia Design Training, Adobe training",+911140165859_
46,Arena Animation," AVG Bhawan 3rd Floor, Connaught Place","Multimedia Design Training, Animation & Multimedia training",+911140117135_
47,Design Academy," 2nd Floor, Kalkaji, Delhi","Multimedia Design Training, CAD & CAM training",+911141136864_
48,Autotrix Designs & Technologies Pvt. Ltd.," Sewak Park, Uttam Nagar, Delhi","Multimedia Design Training, CAD & CAM training",+911140467165_
49,Arena Animation," Nr GTB Nagar Metro Stn Gate No - 1, G.T.B. Nagar, Delhi","Multimedia Design Training, Animation & Multimedia training",+911140127845_
50,CADD Centre Saket," Westend Marg, Saket, Delhi","Multimedia Design Training, CAD & CAM training",+911141109433_
51,COMPUTEC PROFESSIONALS GROUP (Delhi's Biggest Campus Since 1996)," Pipal Road (Near pillar no. 753), Uttam Nagar, Delhi","Multimedia Design Training, CAD & CAM training",+911140127096_
52,International School of Design," India, Ashok Nagar, Delhi","Multimedia Design Training, Adobe training",+911140139748_
53,Matherrific ( An Academy Of Mathematics)," Pillar No.786, Dwarka, Delhi","AMIE Coaching, ENGG / ARCH entrance exam coaching",+911141108855_
54,Landmark Institute,"West Patel Nagar, Patel Nagar, Delhi","AMIE Coaching, Law entrance exam coaching",+911141124027_
55,Sudarshan Rai,"No. 1, Laxmi Nagar, Delhi","AMIE Coaching, ENGG / ARCH entrance exam coaching",
56,The Ultimate Classes Education Services," Shakarpur Road, Laxmi Nagar, Delhi","AMIE Coaching, Management entrance exam coaching",
57,Jayendera Kumar Classes,"No. BG6/158C, Paschim Vihar, Delhi","AMIE Coaching, ENGG / ARCH entrance exam coaching",
58,Chaudhary Tuitions Bureau,"Tagore Garden, Tagore Garden Extension","AMIE Coaching, Management entrance exam coaching",
59,Career Launcher,"Mohan Cooperative Industrial Estate, Badarpur","AMIE Coaching, Law entrance exam coaching",
60,Tapasya Academy,"Dr. Mukherjee Nagar, Mukherjee Nagar","AMIE Coaching, Management entrance exam coaching",
61,Competition Shepherd," Shankar Garden, Vikaspuri, Delhi","AMIE Coaching, ENGG / ARCH entrance exam coaching",
62,AptitudeMate," Amar Colony, Lajpat Nagar IV, Delhi",Bank Exam Coaching,+911140120301_
63,BST Competitive Classes," Vaishali Enclave, Pitampura, Delhi",Bank Exam Coaching,+911141136934_
64,Persist Education,"Qutab Institutional Area , Katwaria Sarai, Delhi",Bank Exam Coaching,+911141134695_
65,Vedanga Institute for Civil Services," Gali No-3, Laxmi Nagar, Delhi",Bank Exam Coaching,+911140167685_
66,Plutus Academy,"C-59 Noida sector 2 opp priyagold building MI Service Center Besment 201301, Laxmi Nagar",Bank Exam Coaching,+911140121268_
67,Career Matrix," Opp Metro Pillar No 651, Uttam Nagar, Delhi",Bank Exam Coaching,+911140117281_
68,Career Matrix,"E BLOCK DDA MARKET (OPP Temple), Rohini, Delhi",Bank Exam Coaching,+911141108988_
69,IBT," Mathura Road, Badarpur, Delhi",Bank Exam Coaching,+911140117782_
70,Carrer Power," Old Rajendra nagar, Karol Bagh, Delhi",Bank Exam Coaching,+911140132463_
71,Ascetic Academy," Main Market, Moti Nagar, Delhi",Bank Exam Coaching,+911140166194_
72,AptitudeMate," Amar Colony, Lajpat Nagar IV, Delhi","CAT Coaching Centers, Law entrance exam coaching",+911140120301_
73,Dhirati Education - Classes By FMS/Lit Alumni,"Tilak Nagar delhi, Tilak Nagar, Delhi","CAT Coaching Centers, Law entrance exam coaching",+911140128617_
74,IMS Learning Resources Pvt. Ltd.,"Barakhamba Road, Connaught Place, Delhi","CAT Coaching Centers, Law entrance exam coaching",+911140120680_
75,The Exam Guru,"Delhi - 110085, Rohini, Delhi","CAT Coaching Centers, Law entrance exam coaching",+911140117230_
76,Landmark Institute,"West Patel Nagar, Patel Nagar, Delhi","CAT Coaching Centers, Law entrance exam coaching",+911141124027_
77,Institute of Management Studies,"No. 37, South Extension Part I","CAT Coaching Centers, Management entrance exam coaching",
78,KTB Tutors,"No. 1, Pandav Nagar, Delhi","CAT Coaching Centers, Management entrance exam coaching",
79,AptitudeMate," Amar Colony, Lajpat Nagar IV, Delhi","Common Management Aptitude Test (CMAT) Coaching, Law entrance exam coaching",+911140120301_
80,Teachwell Professional Studies Institute Pvt. Ltd,"415 Amba Tower DC CHOWK SECTOR 9 ROHINI, Pitampura, Delhi","Common Management Aptitude Test (CMAT) Coaching, Law entrance exam coaching",+911140169473_
81,BST Competitive Classes," Vaishali Enclave, Pitampura, Delhi","Common Management Aptitude Test (CMAT) Coaching, Law entrance exam coaching",+911141136934_
82,Dhirati Education - Classes By FMS/Lit Alumni,"Tilak Nagar delhi, Tilak Nagar, Delhi","Common Management Aptitude Test (CMAT) Coaching, Law entrance exam coaching",+911140128617_
83,IMS Learning Resources Pvt. Ltd.,"Barakhamba Road, Connaught Place","Common Management Aptitude Test (CMAT) Coaching, Law entrance exam coaching",+911140120680_
84,The Exam Guru,"Delhi - 110085, Rohini, Delhi","Common Management Aptitude Test (CMAT) Coaching, Law entrance exam coaching",+911140117230_
85,The Ultimate Classes Education Services," Shakarpur Road, Laxmi Nagar, Delhi","Common Management Aptitude Test (CMAT) Coaching, Management entrance exam coaching",
86,BST Competitive Classes," Vaishali Enclave, Pitampura, Delhi","CTET Coaching, UGC NET coaching",+911141136934_
87,The Exam Guru,"Delhi - 110085, Rohini, Delhi","CTET Coaching, UGC NET coaching",+911140117230_
88,Career Matrix," Opp Metro Pillar No 651, Uttam Nagar, Delhi","CTET Coaching, Teachers exam coaching",+911140117281_
89,Career Matrix,"E BLOCK DDA MARKET (OPP Temple), Rohini, Delhi","CTET Coaching, UGC NET coaching",+911141108988_
90,IBT," Mathura Road, Badarpur, Delhi","CTET Coaching, UPSC exam coaching",+911140117782_
91,Ascetic Academy," Main Market, Moti Nagar, Delhi","CTET Coaching, Teachers exam coaching",+911140166194_
92,Chahal Institute,"Police Colony Narela Delhi, Narela, delhi","CTET Coaching, UPSC exam coaching",
93,The Ultimate Classes Education Services," Shakarpur Road, Laxmi Nagar, Delhi","CTET Coaching, UGC NET coaching",
94,Smart Brains Academy Pvt. Ltd.," Behind Dakshinmukhi Hanuman Mandir, Paschim Vihar, Delhi","CTET Coaching, UGC NET coaching",
95,YKS Tutorial,"Rohini Sector 9, Rohini, Delhi","CTET Coaching, Teachers exam coaching",
96,AptitudeMate," Amar Colony, Lajpat Nagar IV, Delhi","IBPS Bank Interview Coaching, Bank exam coaching",+911140120301_
97,Career Matrix," Opp Metro Pillar No 651, Uttam Nagar, Delhi","IBPS Bank Interview Coaching, Bank exam coaching",+911140117281_
98,Career Matrix,"E BLOCK DDA MARKET (OPP Temple), Rohini, Delhi","IBPS Bank Interview Coaching, Bank exam coaching",+911141108988_
99,IBT," Mathura Road, Badarpur, Delhi","IBPS Bank Interview Coaching, Bank exam coaching",+911140117782_
100,The Ultimate Classes Education Services," Shakarpur Road, Laxmi Nagar, Delhi","IBPS Bank Interview Coaching, Bank exam coaching",
101,Triumphant Institute of Management Education Pvt. Ltd.,"No. 715, Mukherjee Nagar","IBPS Bank Interview Coaching, Bank exam coaching",
102,Triumphant Institute of Management Education Pvt. Ltd.,"No. A17, Rajouri Garden","IBPS Bank Interview Coaching, Bank exam coaching",
103,SK Education,"Yamuna Vihar, Shahdara","IBPS Bank Interview Coaching, Bank exam coaching",
104,Prudential Education Point,"Rohini Sector 9, Rohini","IBPS Bank Interview Coaching, Bank exam coaching",
105,Waves Academy," Gali No. 3, Karol Bagh","IBPS Bank Interview Coaching, Bank exam coaching",
106,AptitudeMate," Amar Colony, Lajpat Nagar IV, Delhi","KMAT Coaching, Law entrance exam coaching",+911140120301_
107,Teachwell Professional Studies Institute Pvt. Ltd,"415 Amba Tower DC CHOWK SECTOR 9 ROHINI, Pitampura, Delhi","KMAT Coaching, Law entrance exam coaching",+911140169473_
108,IMS Learning Resources Pvt. Ltd.,"Barakhamba Road, Connaught Place","KMAT Coaching, Law entrance exam coaching",+911140120680_
109,The Ultimate Classes Education Services," Shakarpur Road, Laxmi Nagar, Delhi","KMAT Coaching, Management entrance exam coaching",
110,Pantagon Academy Pvt. Ltd.,"1st Floor , Connaught Place","KMAT Coaching, Management entrance exam coaching",
111,EduAngel Education Services," Munirka, Delhi, Delhi","KMAT Coaching, Law entrance exam coaching",
112,COACHGATOR," BLOCK-D, Kamla Nagar","KMAT Coaching, Law entrance exam coaching",
113,Student Corners,"DB Gupta Road, Karol Bagh","KMAT Coaching, Management entrance exam coaching",
114,Proappi,"South Malviya Nagar, Malviya Nagar","KMAT Coaching, Law entrance exam coaching",
115,Nugen India Marketing Services,"No. C 6/6162, Vasant Kunj, Delhi","Language Training Centres, Indian language training",+911140116664_
116,Priti Edusources," Prashant Vihar, Rohini, Delhi","Language Training Centres, Foreign language training",+911141138071_
117,Language Pantheon," Green Park, Gautam Nagar, Delhi","Language Training Centres, Foreign language training",+911140497757_
118,Wisdome," Subhash Chowk, Laxmi Nagar, Delhi","Language Training Centres, Spoken english training",+911140016601_
119,LINGUA FRANCA," First and Ground Floor Shakarpur, Laxmi Nagar, Delhi","Language Training Centres, Spoken english training",+911140125884_
120,NEC Japanese Language Academy," 1st Floor, Lajpat Nagar, Delhi","Language Training Centres, Foreign language training",+911140119580_
121,Language Expert,"Delhi - 110075, Dwarka, Delhi","Language Training Centres, Foreign language training",+911140125823_
122,AptitudeMate," Amar Colony, Lajpat Nagar IV, Delhi","Law Entrance Coaching, Law entrance exam coaching",+911140120301_
123,Edu Mentor Educational Services Pvt. Ltd.," Defiance Enclave, Preet Vihar, Delhi","Law Entrance Coaching, Law entrance exam coaching",+911141109057_
124,Ease Vidya - Success Mantra," Gate No.1, Laxmi Nagar, Delhi","Law Entrance Coaching, Law entrance exam coaching",+911140016360_
125,Prepmaster Institute Pvt. Ltd.," Opposite Pillar No. 483, Ashok Nagar","Law Entrance Coaching, Law entrance exam coaching",+911140117636_
126,Teachwell Professional Studies Institute Pvt. Ltd,"415 Amba Tower DC CHOWK SECTOR 9 ROHINI, Pitampura, Delhi","Law Entrance Coaching, Law entrance exam coaching",+911140169473_
127,Maansarovar Law Centre," Between Gate no. 1 & 2 of GTB Nagar Metro Station, Mukherjee Nagar, Delhi","Law Entrance Coaching, Law entrance exam coaching",+911140497803_
128,Success Mantra," Metro Gate -1, G.T.B. Nagar, Delhi","Law Entrance Coaching, Law entrance exam coaching",+911140130921_
129,BST Competitive Classes," Vaishali Enclave, Pitampura, Delhi","Law Entrance Coaching, Law entrance exam coaching",+911141136934_
130,Success Mantra Foundation,"Nirman Vihar, Laxmi Nagar, Delhi","Law Entrance Coaching, Law entrance exam coaching",+911140147563_
131,PAHAL DESIGN," Ch Dalip Singh Marg, Hauz Khas","NATA Coaching, ENGG / ARCH entrance exam coaching",+911140126048_
132,Academy of Fashion & Art," 3rd Floor, Pitampura","NATA Coaching, ENGG / ARCH entrance exam coaching",+911140121211_
133,I Made Creative Studio," Mangal Bazaar Road, Laxmi Nagar","NATA Coaching, ENGG / ARCH entrance exam coaching",+911141134655_
134,Silica," Delhi - 110049, South Extension Part I","NATA Coaching, ENGG / ARCH entrance exam coaching",+911140165642_
135,My Design Studio," Phase 1, Mayur Vihar","NATA Coaching, ENGG / ARCH entrance exam coaching",+911140140990_
136,The Futurist,"Delhi - 110058, Janakpuri","NATA Coaching, ENGG / ARCH entrance exam coaching",+919021106962_
137,Matherrific ( An Academy Of Mathematics)," Pillar No.786, Dwarka","NATA Coaching, ENGG / ARCH entrance exam coaching",+911141108855_
138,Landmark Institute,"West Patel Nagar, Patel Nagar","NATA Coaching, Law entrance exam coaching",+911141124027_
139,AVJMS INSTITUTE," kakrola housing complex uttam nagar, Dwarka Morh, Delhi","National Talent Search Exam (NTSE) Coaching, School competitive exam coaching",+911140117404_
140,Maths Academy,"Swami nagar, Greater Kailash, Delhi","National Talent Search Exam (NTSE) Coaching, School competitive exam coaching",+911140117766_
141,Nalanda Classes," Sector 7, Rohini, Delhi","National Talent Search Exam (NTSE) Coaching, School competitive exam coaching",+911140116151_
