,NAME,LOCATION,COURSES,CONTACT NO.
142,Enhanced Accounting,"Bank Colony, Manimajra","Certified Financial Planner (CFP) Coaching, Finance certification tuitions",
143,Destination Admission," Phase - 2, Sector 55, Chandigarh","Certified Financial Planner (CFP) Coaching, Chartered accountant tuitions",
144,Bhanu Physics Home Tuition,"Sector 44, Chandigadh","Certified Financial Executive (CFX) Coaching, Chartered accountant tuitions",
145,Brtish IELTS,"Sector 34/A, Chandigadh","Certified Financial Executive (CFX) Coaching, Chartered accountant tuitions",
146,Kalyan Educational Institute,"Chandigadh, Chandigarh - 160036","Certified Financial Executive (CFX) Coaching, Chartered accountant tuitions",
147,Espilon Coaching Centre,"No. 1048, Hallo Majra","Certified Financial Executive (CFX) Coaching, Finance certification tuitions",
148,Destination Admission," Phase - 2, Sector 55, Chandigarh","Certified Financial Executive (CFX) Coaching, Chartered accountant tuitions",
149,Blue Ribbon Home Tutions,"Sector 15D, Chandigarh - 160015","Certified Financial Executive (CFX) Coaching, Finance certification tuitions",
150,Masterprep," 3rd Floor, Sector 17","CMA Coaching, CMA Cost Accountant tuitions",
151,RGCC,"Sector 36D, Chandigadh","CMA Coaching, Chartered accountant tuitions",
152,ICEI," 4th Floor, Sector 34A","CMA Coaching, Chartered accountant tuitions",
153,EYK Institute,"eykinstitutechd@gmail.com, Sector 32D","CMA Coaching, Chartered accountant tuitions",
154,Sairam Ocean of Commerce & Banking,"Sector 30C, Sector 30","CMA Coaching, CMA Cost Accountant tuitions",
155,Brtish IELTS,"Sector 34/A, Chandigadh","CMA Coaching, Chartered accountant tuitions",
156,Jyoti learning destination," Above eten ca, Chandigadh","CMA Coaching, Chartered accountant tuitions",
157,R.K's Commerce classes,"Sector 23D, Chandigadh","Company Secretary (CS) Coaching, Chartered accountant tuitions",
158,Open Tutors Community,"Tricity, Mohali","Company Secretary (CS) Coaching, Company secretary tuitions",
159,EYK Institute,"eykinstitutechd@gmail.com, Sector 32D","Company Secretary (CS) Coaching, Chartered accountant tuitions",
160,Cavalier India Academy,"Office No. 836, Manimajra","Company Secretary (CS) Coaching, Company secretary tuitions",
161,Excellent Commerce Academy,"1st Floor, Sector 15-A","Company Secretary (CS) Coaching, Company secretary tuitions",
162,Apex Commerce Academy," Sahibzada Ajit Singh Nagar, Mohali","Company Secretary (CS) Coaching, Chartered accountant tuitions",
163,Gupta's Accounts Tutorials," New Delhi, Sector 15","Company Secretary (CS) Coaching, Company secretary tuitions",
164,Professional Careers Academy,"No. 283, Sector 32D","Company Secretary (CS) Coaching, Chartered accountant tuitions",
165,Masterprep," 3rd Floor, Sector 17","ICWA Coaching, CMA Cost Accountant tuitions",
166,RGCC,"Sector 36D, Chandigadh","ICWA Coaching, Chartered accountant tuitions",
167,ICEI," 4th Floor, Sector 34A","ICWA Coaching, Chartered accountant tuitions",
168,EYK Institute,"eykinstitutechd@gmail.com, Sector 32D","ICWA Coaching, Chartered accountant tuitions",
169,Sairam Ocean of Commerce & Banking,"Sector 30C, Sector 30","ICWA Coaching, CMA Cost Accountant tuitions",
170,Brtish IELTS,"Sector 34/A, Chandigadh","ICWA Coaching, Chartered accountant tuitions",
171,Jyoti learning destination," Above eten ca, Chandigadh, Chandigarh","ICWA Coaching, Chartered accountant tuitions",
172,CBITS Technologies,"3rd Level, Sector 34A","Spoken Hindi Classes, Indian language training",
173,Coral Institute of Languages,"No. 1503, Mohali","Spoken Hindi Classes, Indian language training",
174,IELTS Institute,"Mohali Main Road, Mohali","Spoken Hindi Classes, Indian language training",
175,IELTS Coaching,"Chandigarh, Sector 26","Spoken Hindi Classes, Indian language training",
176,Inteligentia Corporation," Level 3, Sector 34A","Spoken Hindi Classes, Indian language training",
177,Bhanu Physics Home Tuition,"Sector 44, Chandigadh","Spoken Hindi Classes, Indian language training",
178,Brtish IELTS,"Sector 34/A, Chandigadh","Spoken Hindi Classes, Indian language training",
179,bestone academy," Chandigarh, Chandigadh","Spoken Hindi Classes, Indian language training",
180,Smarttalk Netcom Pvt. Ltd.," Sector 44D, Sector 44D","Spoken English Classes, Spoken english training",+911140016502_
181,Academic & Professional Studies Abroad," 3rd Floor, Sector 34A","Spoken English Classes, Spoken english training",+911140120929_
182,Perfect Education Academy," Second Floor, Sector 34A","Spoken English Classes, Spoken english training",+911140167454_
183,Vishal Class," Basement, Sector 34A","Spoken English Classes, Indian language training",+911140497617_
184,NTPR Centre,"Chandigarh - 160022, Sector 34","Spoken English Classes, Spoken english training",+911140125812_
185,CBITS Technologies,"3rd Level, Sector 34A","Spoken Bengali Classes, Indian language training",
186,Coral Institute of Languages,"No. 1503, Mohali","Spoken Bengali Classes, Indian language training",
187,IELTS Institute,"Mohali Main Road, Mohali","Spoken Bengali Classes, Indian language training",
188,IELTS Coaching,"Chandigarh, Sector 26","Spoken Bengali Classes, Indian language training",
189,Inteligentia Corporation," Level 3, Sector 34A","Spoken Bengali Classes, Indian language training",
190,Bhanu Physics Home Tuition,"Sector 44, Chandigadh","Spoken Bengali Classes, Indian language training",
191,Brtish IELTS,"Sector 34/A, Chandigadh","Spoken Bengali Classes, Indian language training",
192,Techno Campus - Aptech," 4th Floor, Sector 34A","Spoken Bengali Classes, Indian language training",
193,Educator World," Sector- 38C, Chandigadh","Spoken Bengali Classes, Indian language training",
194,CBITS Technologies,"3rd Level, Sector 34A","Spoken Kannada Classes, Indian language training",
195,Coral Institute of Languages,"No. 1503, Mohali","Spoken Kannada Classes, Indian language training",
196,IELTS Institute,"Mohali Main Road, Mohali","Spoken Kannada Classes, Indian language training",
197,IELTS Coaching,"Chandigarh, Sector 26","Spoken Kannada Classes, Indian language training",
198,Inteligentia Corporation," Level 3, Sector 34A","Spoken Kannada Classes, Indian language training",
199,Bhanu Physics Home Tuition,"Sector 44, Chandigadh","Spoken Kannada Classes, Indian language training",
200,Brtish IELTS,"Sector 34/A, Chandigadh","Spoken Kannada Classes, Indian language training",
201,Techno Campus - Aptech," 4th Floor, Sector 34A","Spoken Kannada Classes, Indian language training",
202,Educator World," Sector- 38C, Chandigadh","Spoken Kannada Classes, Indian language training",
203,Ess Kay Tutorials,"SCO 72, Sector 20C","Spoken Kannada Classes, Indian language training",
204,Nimbus Catalyst," 3rd Floor, Sector 34A","GMAT Coaching, Law entrance exam coaching",+911140128318_
205,IMS Learning Resources Pvt. Ltd.,"4TH FLOOR , Sector 34A","GMAT Coaching, Law entrance exam coaching",+917569504537_
206,Allen Career Institute," Phase-7, Mohali","GMAT Coaching, Management entrance exam coaching",+911140169552_
207,Blue Ribbon Home Tutions,"Sector 15D, Chandigarh - 160015","GMAT Coaching, Law entrance exam coaching",
208,TC Global Chandigarh," India, Sector 17","GMAT Coaching, Management entrance exam coaching",
209,Masterprep," 3rd Floor, Sector 17","GMAT Coaching, Management entrance exam coaching",
210,IMS Learning Resources Pvt. Ltd.,"4TH FLOOR , Sector 34A, Chandigarh","GRE Coaching, Law entrance exam coaching",+917569504537_
211,Institute Of International Education," Sector 38-D , Sector 38, Chandigarh","GRE Coaching, Foreign education entrance exam coaching",+911140119439_
212,Allen Career Institute," Phase-7, Mohali","GRE Coaching, Management entrance exam coaching",+911140169552_
213,Blue Ribbon Home Tutions,"Sector 15D, Chandigarh - 160015","GRE Coaching, Law entrance exam coaching",
214,TC Global Chandigarh," India, Sector 17, Chandigarh","GRE Coaching, Management entrance exam coaching",
215,Masterprep," 3rd Floor, Sector 17","GRE Coaching, Management entrance exam coaching",
216,Academic & Professional Studies Abroad," 3rd Floor, Sector 34A, Chandigarh","IELTS Online Coaching, Foreign education entrance exam coaching",+911140120929_
217,Perfect Education Academy," Second Floor, Sector 34A, Chandigarh","IELTS Online Coaching, Foreign education entrance exam coaching",+911140167454_
218,Vishal Class," Basement, Sector 34A, Chandigarh","IELTS Online Coaching, Foreign education entrance exam coaching",+911140497617_
219,Perfect Education Academy," Second Floor, Sector 34A","PTE Coaching, Foreign education entrance exam coaching",+911140167454_
220,Vishal Class," Basement, Sector 34A","PTE Coaching, Foreign education entrance exam coaching",+911140497617_
221,Blue Ribbon Home Tutions,"Sector 15D, Chandigarh - 160015","PTE Coaching, Law entrance exam coaching",
222,Masterprep," 3rd Floor, Sector 17","PTE Coaching, Management entrance exam coaching",
223,SIEC Education Pvt. Ltd.," 451-452, Sector 35C","PTE Coaching, Management entrance exam coaching",
224,Institute Of International Education," Sector 38-D , Sector 38","SAT Coaching, Foreign education entrance exam coaching",+911140119439_
225,Allen Career Institute," Phase-7, Mohali","SAT Coaching, Management entrance exam coaching",+911140169552_
226,Blue Ribbon Home Tutions,"Sector 15D, Chandigarh - 160015","SAT Coaching, Law entrance exam coaching",
227,TC Global Chandigarh," India, Sector 17","SAT Coaching, Management entrance exam coaching",
228,Masterprep," 3rd Floor, Sector 17","SAT Coaching, Management entrance exam coaching",
229,SIEC Education Pvt. Ltd.," 451-452, Sector 35C","SAT Coaching, Management entrance exam coaching",
230,Institute Of International Education," Sector 38-D , Sector 38","TOEFL Coaching, Foreign education entrance exam coaching",+911140119439_
231,Allen Career Institute," Phase-7, Mohali","TOEFL Coaching, Management entrance exam coaching",+911140169552_
232,Perfect Education Academy," Second Floor, Sector 34A","TOEFL Coaching, Foreign education entrance exam coaching",+911140167454_
233,Blue Ribbon Home Tutions,"Sector 15D, Chandigarh - 160015","TOEFL Coaching, Law entrance exam coaching",
234,SIEC Education Pvt. Ltd.," 451-452, Sector 35C","TOEFL Coaching, Management entrance exam coaching",
235,eEdu Solutions,"S.C.0. No. 324-325, Sector 38","TOEFL Coaching, Foreign education entrance exam coaching",
236,Caddmus," Sector 34 C, Sector 34C","TOEFL Coaching, Law entrance exam coaching",
237,URCS.CA,"Raipur, Chandigadh","TOEFL Coaching, Foreign education entrance exam coaching",
238,Blue Ribbon Home Tutions,"Sector 15D, Chandigarh - 160015","CET Entrance Coaching, Law entrance exam coaching",
239,Jurist Academy,"Sector 24C, Sector 24","CET Entrance Coaching, Law entrance exam coaching",
240,City Law Tutorials,"No. 434, Sector 15","CET Entrance Coaching, Law entrance exam coaching",
241,Aim Success Pvt Ltd," Second Floor, Sector 34A, Chandigarh","CET Entrance Coaching, Law entrance exam coaching",
242,Divine Institute for Judicial Services,"Sector-36/D, Chandigarh, Chandigarh","CET Entrance Coaching, Law entrance exam coaching",
243,B.M. Sharma Academy of Physics,"Sector 20C, Chandigadh","CET Entrance Coaching, ENGG / ARCH entrance exam coaching",
244,Jain's Tutorials," 2nd Floor, Sector 35D","CET Entrance Coaching, Law entrance exam coaching",
245,Mohan Institute of Mathematics," Sector 20D, Sector 20D",GATE Coaching,+911140142273_
246,Engineeringmadeeasy," 4th Floor., Sector 34A",GATE Coaching,+911140467136_
247,Engineers career group," Sector 34, Sector 34C",GATE Coaching,+911140116404_
248,Gateforum Educational Services Pvt. Ltd.,"No. 110/111, Himalaya Marg",GATE Coaching,
249,EduGaps," 1st Floor, Sector 36",GATE Coaching,
250,Best GATE Training Center,"Phase 7, Mohali",GATE Coaching,
251,The Gate Academy," SCO 262, Sector 35D",GATE Coaching,
252,GATE Gurus,"A Block, Sector 34A",GATE Coaching,
253,Mohan Institute of Mathematics," Sector 20D, Sector 20D",GATE Coaching,+911140142273_
254,Engineeringmadeeasy," 4th Floor., Sector 34A",GATE Coaching,+911140467136_
255,Engineers career group," Sector 34, Sector 34C",GATE Coaching,+911140116404_
256,Gateforum Educational Services Pvt. Ltd.,"No. 110/111, Himalaya Marg",GATE Coaching,
257,EduGaps," 1st Floor, Sector 36",GATE Coaching,
258,Best GATE Training Center,"Phase 7, Mohali",GATE Coaching,
259,The Gate Academy," SCO 262, Sector 35D",GATE Coaching,
260,GATE Gurus,"A Block, Sector 34A",GATE Coaching,
261,Nimbus Academy for IAS," Sector 15D, Sector 15, Chandigarh","IPS Entrance Exam Coaching, UPSC exam coaching",+919021118437_
262,O2 IAS Academy," Market Road, Sector 38, Chandigarh","IPS Entrance Exam Coaching, UPSC exam coaching",+911140127638_
263,Chanakya Academy for Education & Training,"Chandigarh - 160018, Sector 8C, Chandigarh","IPS Entrance Exam Coaching, UPSC exam coaching",+911140121708_
264,Chahal Academy,"office 223 second floor, Sector 36, Chandigarh","IPS Entrance Exam Coaching, UPSC exam coaching",+911140126724_
265,UGC - NET JRF," 1st Floor, Sector 15, Chandigarh","IPS Entrance Exam Coaching, UGC NET coaching",+911140132503_
266,Krishna Study Academy," Chandigarh - 160023, Sector 24, Chandigarh","IPS Entrance Exam Coaching, UPSC exam coaching",+911140166742_
267,Engineeringmadeeasy," 4th Floor., Sector 34A, Chandigarh","IPS Entrance Exam Coaching, UPSC exam coaching",+911140467136_
268,Blue Ribbon Home Tutions,"Sector 15D, Chandigarh - 160015","MCA Entrance Coaching, Law entrance exam coaching",
269,Open Tutors Community,"Tricity, Mohali","MCA Entrance Coaching, ENGG / ARCH entrance exam coaching",
270,Negi Institute," 12th Floor, Sector 30","MCA Entrance Coaching, Computer science entrance exam coaching",
271,Sir John Express Academy," 2nd Floor, Mohali","MCA Entrance Coaching, Computer science entrance exam coaching",
272,Panchsheel Institutes,"Chandigarh-160017, Sector 17C","MCA Entrance Coaching, Management entrance exam coaching",
273,Bhanu Physics Home Tuition,"Sector 44, Chandigadh","MCA Entrance Coaching, Management entrance exam coaching",
274,Brtish IELTS,"Sector 34/A, Chandigadh","MCA Entrance Coaching, Management entrance exam coaching",
275,CSR MATHEMATICS," near mini market, Sector 38, Chandigarh","MCA Entrance Coaching, Commerce entrance exam coaching",
276,Business Excellence Institute Pvt. Ltd.,"Sector 17, Chandigarh - 160017","MCA Entrance Coaching, Computer science entrance exam coaching",
277,Scholars Hub," Sector 24D, Sector 24, Chandigarh","Medical Entrance Coaching, ENGG / ARCH entrance exam coaching",+917670824169_
278,AAR ESS Classes," Second Floor, Sector 34, Chandigarh","Medical Entrance Coaching, ENGG / ARCH entrance exam coaching",+911140140344_
279,NB Coachings,"SCO 72 Top Floor, Sector 20C","Medical Entrance Coaching, ENGG / ARCH entrance exam coaching",+911140116769_
280,Allen Career Institute," Phase-7, Mohali","Medical Entrance Coaching, Management entrance exam coaching",+911140169552_
281,Amit's Institute of Science," 2nd Floor, Sector 37C, Chandigarh","Medical Entrance Coaching, ENGG / ARCH entrance exam coaching",+911140140886_
282,Competition Classes," Ground Floor, Sector 44C, Chandigarh","Medical Entrance Coaching, ENGG / ARCH entrance exam coaching",+911140167414_
283,Blue Ribbon Home Tutions,"Sector 15D, Chandigarh - 160015","Medical Entrance Coaching, Law entrance exam coaching",
284,Sanjeev Puri," Chandigarh , Mohali, Chandigarh","Medical Entrance Coaching, Medical entrance exam coaching",
285,Blue Ribbon Home Tutions,"Sector 15D, Chandigarh - 160015","MPPSC Entrance Exam Coaching, UGC NET coaching",
286,csr institute of mathematics," sco-173, Chandigadh","MPPSC Entrance Exam Coaching, UPSC exam coaching",
287,Aim Success Pvt Ltd," Second Floor, Sector 34A, Chandigarh","MPPSC Entrance Exam Coaching, UPSC exam coaching",
288,EduGaps," 1st Floor, Sector 36, Chandigarh","MPPSC Entrance Exam Coaching, UPSC exam coaching",
289,Panchsheel Institutes,"Chandigarh-160017, Sector 17C","MPPSC Entrance Exam Coaching, UPSC exam coaching",
290,Delhi Career Group,"SCO No. 215-216-217, Sector 34A","MPPSC Entrance Exam Coaching, UGC NET coaching",
291,Gurpal Singh Tutorial,"Phase 7, Mohali","MPPSC Entrance Exam Coaching, UPSC exam coaching",
292,GURUJI'S KIRPA S.N.M. ACADEMY,"SCO-377, Sector 37, Chandigarh","MPPSC Entrance Exam Coaching, UPSC exam coaching",
293,Home Tutor,"Ground Floor, Zirakpur","MPPSC Entrance Exam Coaching, UPSC exam coaching",
294,Ias Pcs Has Prelims,"Pegasus academy sector 37, Sector 37C","MPPSC Entrance Exam Coaching, UPSC exam coaching",
295,AAR ESS Classes," Second Floor, Sector 34","NEET Coaching Institutes, ENGG / ARCH entrance exam coaching",+911140140344_
296,NB Coachings,"SCO 72 Top Floor, Sector 20C","NEET Coaching Institutes, ENGG / ARCH entrance exam coaching",+911140116769_
297,Allen Career Institute," Phase-7, Mohali","NEET Coaching Institutes, Management entrance exam coaching",+911140169552_
298,Amit's Institute of Science," 2nd Floor, Sector 37C","NEET Coaching Institutes, ENGG / ARCH entrance exam coaching",+911140140886_
299,Competition Classes," Ground Floor, Sector 44C","NEET Coaching Institutes, ENGG / ARCH entrance exam coaching",+911140167414_
300,Blue Ribbon Home Tutions,"Sector 15D, Chandigarh - 160015","NEET Coaching Institutes, Law entrance exam coaching",
301,Sanjeev Puri," Chandigarh , Mohali","NEET Coaching Institutes, Medical entrance exam coaching",
302,Aditya Sanghi,"No. 19, Sector 1","NEET Coaching Institutes, Management entrance exam coaching",
303,AAR ESS Classes," Second Floor, Sector 34, Chandigarh","Pre-Medical Test (PMT) Entrance Coaching, ENGG / ARCH entrance exam coaching",+911140140344_
304,NB Coachings,"SCO 72 Top Floor, Sector 20C","Pre-Medical Test (PMT) Entrance Coaching, ENGG / ARCH entrance exam coaching",+911140116769_
305,Allen Career Institute," Phase-7, Mohali","Pre-Medical Test (PMT) Entrance Coaching, Management entrance exam coaching",+911140169552_
306,Amit's Institute of Science," 2nd Floor, Sector 37C, Chandigarh","Pre-Medical Test (PMT) Entrance Coaching, ENGG / ARCH entrance exam coaching",+911140140886_
307,Competition Classes," Ground Floor, Sector 44C, Chandigarh","Pre-Medical Test (PMT) Entrance Coaching, ENGG / ARCH entrance exam coaching",+911140167414_
308,Blue Ribbon Home Tutions,"Sector 15D, Chandigarh - 160015","Pre-Medical Test (PMT) Entrance Coaching, Law entrance exam coaching",
309,Sanjeev Puri," Chandigarh , Mohali, Chandigarh","Pre-Medical Test (PMT) Entrance Coaching, Medical entrance exam coaching",
310,Aditya Sanghi,"No. 19, Sector 1","Pre-Medical Test (PMT) Entrance Coaching, Management entrance exam coaching",
311,IBT Institute,"Sco- 80- 82, Sector 34A","SSC Coaching, SSC exam coaching",+917670824128_
312,Ambition Quest," 3rd Floor, Sector 34A","SSC Coaching, Defence / police exam coaching",+911140118958_
313,Sushankaram," 1st Floor, Sector 34C","SSC Coaching, SSC exam coaching",+919021119461_
314,Engineers career group," Sector 34, Sector 34C","SSC Coaching, SSC exam coaching",+911140116404_
315,Chandigarh Career Group," Third Floor, Sector 34A","SSC Coaching, Defence / police exam coaching",+911140167411_
316,Blue Ribbon Home Tutions,"Sector 15D, Chandigarh - 160015","SSC Coaching, UGC NET coaching",
317,BSC Academy," 3rd Floor, Sector 34A","SSC Coaching, SSC exam coaching",
318,Aditya Sanghi,"No. 19, Sector 1","SSC Coaching, UPSC exam coaching",
319,Bright Institute," Sas Nagar, Mohali","SSC Coaching, UGC NET coaching",
320,Virendra coaching center," attawa market road 42, Chandigadh","SSC Coaching, Teachers exam coaching",
321,Blue Ribbon Home Tutions,"Sector 15D, Chandigarh - 160015","TANCET Entrance Coaching, Law entrance exam coaching",
322,Bhanu Physics Home Tuition,"Sector 44, Chandigadh","TANCET Entrance Coaching, Management entrance exam coaching",
323,Brtish IELTS,"Sector 34/A, Chandigadh","TANCET Entrance Coaching, Management entrance exam coaching",
324,CSR MATHEMATICS," near mini market, Sector 38, Chandigarh","TANCET Entrance Coaching, Commerce entrance exam coaching",
325,MIIT JEE (MENTORS TO IIT-JEE),"Sector 34A, Chandigarh - 160034","TANCET Entrance Coaching, Common entrance exam coaching",
326,CTS ACADEMY," Sector 20D, Sector 20","TANCET Entrance Coaching, ENGG / ARCH entrance exam coaching",
327,Career Group," 1st Floor, Sector 34, Chandigarh","TANCET Entrance Coaching, Law entrance exam coaching",
328,Synergy IAS Academy," Top Floor, Sector 24D, Chandigarh","TANCET Entrance Coaching, Law entrance exam coaching",
329,VR Tutors,"SCO 372 Top Floor, Sector 37",Class X Tuitions,+919021115609_
330,Scholars Hub," Sector 24D, Sector 24",Class X Tuitions,+917670824169_
331,Abhyasam Career Academy," 2nd Floor, Sector 40",Class X Tuitions,+911140116586_
332,Modivs Home Tutorial,"H n, Sector 34",Class X Tuitions,+911140147482_
333,Amit's Institute of Science," 2nd Floor, Sector 37C",Class X Tuitions,+911140140886_
334,Ayushmaan Coaching Centre,"Near Old airport, Behlana",Class X Tuitions,+911140116750_
335,Sairam Ocean of Commerce & Banking,"Sector 30C, Sector 30","College Tuitions for Accounts Finance Statistics, Management tuitions",
336,AIT Campus,"SAS Nagar, Mohali","College Tuitions for Accounts Finance Statistics, Management tuitions",
337,R.K's Commerce classes,"Sector 23D, Chandigadh","College Tuitions for Accounts Finance Statistics, Science tuitions",
338,Open Tutors Community,"Tricity, Mohali","College Tuitions for Accounts Finance Statistics, Science tuitions",
339,Basknjoy Edunet Services OPC Pvt. Ltd.," Mohali, Mohali","College Tuitions for Accounts Finance Statistics, Science tuitions",
340,Aim Success Pvt Ltd," Second Floor, Sector 34A, Chandigarh","College Tuitions for Accounts Finance Statistics, Finance & commerce tuitions",
341,IITian's Advanced School of Competition Pvt. Ltd.,"Dakshin Marg, Sector 20D","College Tuitions for Accounts Finance Statistics, Dental tuitions",
